Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Borderless Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Asphalt
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Marble Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Black Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Red Granite Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Marble Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Basalt Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Light Concrete Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Dark Concrete Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Black Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Red Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Marble
chiselsandbits:block_bit:0, Chiseled Bit - Polished Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Polished Light Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Polished Dark Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Black Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Red Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Light Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Dark Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Black Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Red Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Light Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Dark Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Black Granite
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Granite
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Marble
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Light Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Dark Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Marble Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Black Granite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Red Granite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Marble Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Basalt Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Light Concrete Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Dark Concrete Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Small Black Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Red Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Light Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Small Dark Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Marble Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete Windmill Tiles A
chiselsandbits:block_bit:0, Chiseled Bit - Black Granite Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Red Granite Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Marble Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Light Concrete Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Dark Concrete Windmill Tiles B
chiselsandbits:block_bit:0, Chiseled Bit - Square Black Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Red Granite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Light Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Square Dark Concrete Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rubber Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Rubber Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Americium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Antimony
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arsenic
chiselsandbits:block_bit:0, Chiseled Bit - Block of Beryllium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bismuth
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chrome
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Darmstadtium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Europium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gallium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lithium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lutetium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manganese
chiselsandbits:block_bit:0, Chiseled Bit - Block of Molybdenum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Neodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Niobium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Osmium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Palladium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Plutonium 239
chiselsandbits:block_bit:0, Chiseled Bit - Block of Plutonium 241
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rhodium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruthenium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Samarium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicon
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tantalum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Thorium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Titanium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium 238
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium 235
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yttrium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadah
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enriched Naquadah
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadria
chiselsandbits:block_bit:0, Chiseled Bit - Block of Neutronium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tritanium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Duranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Trinium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Certus Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Almandine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Andradite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Annealed Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Battery Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cupronickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Green Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Grossular
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rutile
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Kanthal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lazurite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnalium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nichrome
chiselsandbits:block_bit:0, Chiseled Bit - Block of Niobium Nitride
chiselsandbits:block_bit:0, Chiseled Bit - Block of Niobium-Titanium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sterling Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rose Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bismuth Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Pyrope
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rock Salt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruridit
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Salt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodalite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coke
chiselsandbits:block_bit:0, Chiseled Bit - Block of Soldering Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Spessartine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stainless Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ultimet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uvarovite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium-Gallium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Wrought Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yttrium Barium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartzite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Osmiridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gallium Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium Gallium Phosphide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel Zinc Ferrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Realgar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstencarbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Neodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Samarium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manganese Phosphide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesium Diboride
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mercury Barium Calcium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium Triplatinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Samarium Iron Arsenic Oxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium Tin Barium Titanium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium Rhodium Dinaquadide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enriched Naquadah Trinium Europium Duranide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruthenium Trinium Americium Neutronate
chiselsandbits:block_bit:0, Chiseled Bit - Block of RTM Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicone Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Styrene-Butadiene Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiber-Reinforced Epoxy Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyvinyl Chloride (PVC)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyphenylene Sulfide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polybenzimidazole (PBI)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyethylene (PE)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Epoxy Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polycaprolactam
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polytetrafluoroethylene (PTFE)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyvinyl Butyral
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nether Star
chiselsandbits:block_bit:0, Chiseled Bit - Block of Olivine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Opal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Damascus Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstensteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tricalcium Phosphate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yellow Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Monazite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadiumsteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Potin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Borosilicate Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadah Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Flint
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rhodium Plated Palladium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrotine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Endereye
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-G
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-E
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-S
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stellite-100
chiselsandbits:block_bit:0, Chiseled Bit - Block of Watertight Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Maraging Steel 300
chiselsandbits:block_bit:0, Chiseled Bit - Block of Hastelloy-C276
chiselsandbits:block_bit:0, Chiseled Bit - Block of Hastelloy-X
chiselsandbits:block_bit:0, Chiseled Bit - Block of Trinaquadalloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zeron-100
chiselsandbits:block_bit:0, Chiseled Bit - Block of Titanium Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tantalum Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Molybdenum Disilicide
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSLA Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Titanium Tungsten Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Incoloy-MA956
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
